   flips   |   errors   
 [0,  0,  0,  0,  0,  1,  0,  0,  1,  1,  1,  1] | [12,  53] 
 [0,  1,  1,  1,  0,  1,  0,  1,  0,  0,  1,  1] | [10,  36] 
 [1,  1,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0] | [12,  31] 
 [1,  1,  0,  0,  1,  1,  1,  1,  0,  1,  1,  1] | [14,  37] 
 [0,  1,  0,  1,  0,  0,  1,  0,  0,  1,  0,  1] | [18,  44] 
 [1,  1,  1,  0,  0,  1,  1,  1,  0,  0,  1,  1] | [8,  40] 
 [0,  1,  1,  1,  0,  0,  1,  1,  0,  1,  1,  0] | [13,  28] 
 [1,  1,  0,  0,  0,  1,  0,  0,  1,  1,  0,  0] | [12,  33] 
 [1,  1,  0,  1,  0,  0,  1,  1,  1,  0,  0,  1] | [12,  40] 
 [1,  0,  1,  0,  1,  0,  1,  0,  0,  0,  1,  0] | [18,  35] 
 [0,  0,  1,  1,  0,  0,  1,  0,  0,  1,  1,  0] | [15,  33] 
 [0,  1,  1,  1,  0,  1,  0,  1,  1,  0,  0,  1] | [14,  40] 
 [0,  1,  0,  1,  0,  0,  1,  0,  1,  0,  0,  0] | [18,  39] 
 [0,  0,  1,  0,  0,  1,  0,  0,  1,  0,  1,  1] | [12,  44] 
 [0,  1,  0,  0,  1,  1,  0,  1,  0,  0,  0,  0] | [4,  44] 
 [1,  1,  1,  0,  0,  0,  1,  1,  1,  1,  0,  1] | [16,  30] 
 [1,  0,  0,  0,  0,  1,  1,  0,  0,  1,  1,  1] | [10,  30] 
 [0,  1,  1,  1,  1,  1,  0,  1,  1,  1,  1,  0] | [14,  31] 
 [1,  1,  1,  0,  1,  0,  1,  1,  0,  1,  0,  0] | [10,  51] 
 [1,  0,  1,  0,  1,  0,  1,  0,  0,  0,  0,  1] | [17,  31] 
 [0,  0,  1,  1,  0,  1,  0,  0,  1,  1,  1,  1] | [16,  34] 
 [1,  0,  1,  1,  0,  1,  0,  1,  0,  1,  0,  1] | [19,  38] 
 [1,  0,  1,  1,  0,  0,  1,  1,  1,  0,  0,  1] | [15,  23] 
 [1,  0,  1,  1,  0,  0,  0,  1,  1,  0,  1,  0] | [18,  45] 
 [0,  1,  1,  1,  0,  1,  1,  0,  1,  1,  1,  0] | [10,  37] 
 [0,  0,  0,  0,  0,  1,  1,  1,  0,  0,  1,  1] | [13,  31] 
 [0,  0,  0,  1,  1,  0,  1,  0,  1,  0,  1,  0] | [13,  34] 
 [0,  0,  0,  1,  1,  0,  1,  0,  0,  1,  1,  1] | [7,  42] 
 [1,  1,  1,  0,  0,  1,  0,  0,  1,  1,  0,  0] | [7,  41] 
 [1,  1,  0,  0,  0,  1,  0,  0,  1,  1,  1,  1] | [13,  36] 
 [0,  0,  0,  0,  0,  1,  0,  1,  1,  0,  1,  0] | [8,  46] 
 [1,  0,  1,  1,  0,  0,  1,  1,  0,  0,  1,  1] | [26,  43] 
 [1,  1,  1,  1,  0,  1,  0,  1,  0,  1,  0,  1] | [11,  31] 
 [0,  0,  0,  1,  1,  1,  0,  0,  0,  0,  1,  1] | [9,  41] 
 [1,  1,  1,  1,  0,  0,  1,  0,  0,  1,  0,  1] | [11,  41] 
 [1,  1,  1,  0,  1,  0,  1,  1,  0,  1,  0,  1] | [12,  32] 
 [1,  0,  1,  1,  0,  1,  1,  1,  1,  1,  1,  0] | [8,  44] 
 [1,  0,  0,  1,  0,  1,  1,  1,  0,  1,  0,  1] | [15,  36] 
 [1,  1,  0,  1,  1,  1,  1,  0,  1,  0,  1,  0] | [11,  42] 
 [0,  1,  0,  0,  0,  1,  1,  1,  0,  1,  0,  0] | [9,  26] 
 [1,  1,  0,  1,  0,  0,  1,  1,  1,  1,  1,  0] | [6,  24] 
 [1,  0,  1,  0,  0,  0,  1,  1,  1,  1,  1,  1] | [9,  40] 
 [0,  1,  1,  1,  1,  1,  0,  1,  1,  1,  0,  1] | [14,  30] 
 [1,  0,  0,  0,  1,  1,  1,  1,  0,  1,  0,  0] | [11,  44] 
 [0,  0,  0,  1,  0,  0,  1,  0,  1,  0,  1,  0] | [14,  37] 
 [1,  0,  1,  0,  1,  1,  0,  0,  0,  1,  1,  1] | [15,  44] 
 [1,  0,  1,  1,  1,  1,  0,  0,  0,  0,  1,  0] | [16,  34] 
 [1,  1,  1,  1,  0,  1,  1,  1,  1,  1,  1,  1] | [8,  50] 
 [1,  0,  0,  0,  0,  0,  1,  0,  0,  0,  1,  1] | [10,  32] 
 [0,  0,  0,  1,  0,  1,  0,  1,  1,  1,  1,  1] | [22,  42] 
 [1,  1,  0,  0,  0,  1,  1,  0,  0,  0,  1,  0] | [13,  41] 
 [1,  0,  1,  1,  0,  0,  0,  0,  1,  1,  0,  0] | [22,  39] 
 [1,  1,  0,  1,  0,  0,  0,  1,  0,  1,  0,  1] | [13,  41] 
 [1,  1,  0,  1,  1,  1,  0,  1,  1,  0,  1,  1] | [16,  38] 
 [1,  0,  0,  1,  0,  1,  1,  1,  0,  1,  0,  0] | [11,  23] 
 [0,  1,  1,  0,  1,  0,  1,  0,  1,  1,  0,  0] | [17,  40] 
 [1,  0,  1,  1,  1,  0,  0,  0,  0,  0,  1,  0] | [15,  37] 
 [0,  1,  0,  0,  1,  1,  1,  1,  1,  0,  1,  0] | [10,  38] 
 [1,  0,  0,  1,  1,  0,  0,  1,  0,  1,  0,  1] | [14,  27] 
 [1,  1,  1,  1,  0,  1,  1,  0,  1,  1,  1,  1] | [11,  43] 
 [0,  1,  0,  1,  0,  0,  0,  1,  1,  0,  1,  0] | [15,  28] 
 [0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  0,  1] | [15,  21] 
 [0,  1,  0,  1,  0,  0,  0,  1,  0,  1,  1,  0] | [11,  36] 
 [1,  1,  0,  1,  1,  0,  0,  1,  1,  1,  0,  0] | [16,  35] 
 [0,  1,  0,  0,  0,  0,  1,  1,  0,  1,  1,  1] | [13,  40] 
 [1,  0,  1,  0,  0,  1,  1,  0,  1,  1,  1,  0] | [11,  36] 
 [0,  1,  1,  1,  0,  0,  1,  0,  1,  0,  0,  0] | [12,  42] 
 [0,  0,  1,  1,  1,  0,  0,  0,  1,  1,  0,  1] | [16,  44] 
 [0,  0,  1,  0,  1,  1,  0,  1,  1,  1,  0,  0] | [15,  44] 
 [0,  1,  0,  0,  0,  0,  1,  0,  1,  1,  1,  0] | [14,  40] 
 [1,  0,  0,  1,  1,  1,  1,  1,  1,  1,  0,  1] | [10,  43] 
 [1,  0,  0,  0,  1,  1,  0,  1,  0,  1,  0,  1] | [11,  47] 
 [0,  1,  1,  0,  1,  0,  1,  1,  0,  0,  0,  1] | [8,  28] 
 [0,  1,  1,  1,  1,  1,  0,  1,  0,  1,  1,  1] | [15,  34] 
 [0,  0,  1,  1,  1,  1,  1,  0,  1,  1,  1,  0] | [8,  45] 
 [0,  1,  0,  1,  0,  0,  1,  1,  1,  0,  0,  1] | [14,  44] 
 [1,  1,  1,  1,  1,  0,  1,  0,  1,  1,  0,  0] | [7,  40] 
 [1,  1,  0,  1,  0,  1,  0,  1,  0,  0,  0,  0] | [10,  31] 
 [1,  1,  1,  1,  0,  0,  1,  0,  0,  0,  1,  0] | [10,  35] 
 [0,  1,  1,  1,  0,  1,  0,  0,  1,  0,  0,  0] | [11,  40] 
 [1,  0,  0,  1,  1,  0,  0,  1,  1,  1,  1,  0] | [17,  35] 
 [0,  1,  1,  1,  0,  1,  1,  1,  1,  1,  1,  1] | [16,  38] 
 [1,  1,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0] | [13,  32] 
 [1,  1,  1,  0,  0,  1,  1,  0,  1,  1,  1,  0] | [12,  32] 
 [1,  0,  0,  1,  0,  1,  1,  0,  0,  1,  0,  1] | [18,  38] 
 [1,  0,  1,  1,  1,  0,  1,  0,  0,  1,  1,  1] | [7,  45] 
 [1,  1,  0,  1,  1,  0,  1,  1,  1,  1,  1,  1] | [14,  40] 
 [1,  1,  0,  1,  1,  0,  0,  0,  1,  0,  0,  1] | [9,  36] 
 [1,  0,  1,  1,  0,  0,  0,  0,  1,  0,  1,  1] | [8,  40] 
 [1,  0,  1,  0,  0,  0,  1,  1,  1,  1,  0,  0] | [16,  29] 
 [1,  0,  0,  0,  1,  1,  0,  1,  0,  1,  0,  0] | [7,  41] 
 [0,  0,  1,  0,  1,  1,  0,  0,  1,  0,  0,  0] | [12,  43] 
 [1,  1,  1,  0,  0,  1,  0,  1,  0,  0,  0,  1] | [14,  40] 
 [1,  1,  1,  1,  1,  1,  0,  1,  0,  0,  0,  0] | [10,  31] 
 [0,  1,  0,  1,  1,  0,  1,  0,  0,  1,  0,  1] | [6,  30] 
 [0,  0,  0,  1,  0,  1,  0,  1,  0,  1,  0,  0] | [19,  34] 
 [0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  1,  0] | [10,  39] 
 [0,  0,  1,  1,  1,  1,  1,  0,  1,  1,  1,  1] | [16,  52] 
 [0,  0,  0,  1,  0,  1,  0,  0,  1,  1,  1,  1] | [14,  48] 
 [0,  1,  0,  1,  1,  1,  1,  1,  1,  1,  1,  1] | [6,  39] 
 [0,  0,  0,  1,  0,  0,  1,  1,  0,  0,  1,  1] | [12,  42] 
 [0,  1,  0,  0,  0,  0,  1,  1,  1,  0,  0,  1] | [13,  44] 
 [0,  0,  0,  1,  1,  0,  1,  1,  1,  0,  1,  0] | [14,  44] 
 [0,  1,  0,  0,  0,  1,  0,  1,  0,  0,  0,  1] | [11,  45] 
 [1,  1,  1,  1,  1,  1,  1,  0,  1,  1,  0,  0] | [10,  35] 
 [1,  0,  1,  0,  0,  0,  1,  0,  1,  1,  0,  0] | [10,  45] 
 [0,  1,  0,  1,  1,  0,  1,  0,  0,  0,  1,  1] | [17,  32] 
 [1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0] | [12,  41] 
 [1,  1,  0,  0,  1,  0,  1,  1,  0,  0,  1,  1] | [9,  33] 
 [1,  1,  1,  1,  1,  0,  0,  0,  0,  1,  0,  0] | [14,  34] 
 [1,  1,  0,  1,  1,  1,  1,  1,  1,  1,  1,  0] | [19,  35] 
 [0,  0,  0,  0,  1,  0,  0,  1,  1,  1,  1,  0] | [17,  46] 
 [0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  1,  0] | [12,  39] 
 [0,  1,  1,  0,  0,  0,  1,  1,  0,  0,  1,  0] | [8,  25] 
 [0,  1,  0,  1,  1,  0,  1,  1,  0,  0,  1,  1] | [9,  34] 
 [0,  1,  0,  1,  1,  1,  0,  1,  0,  1,  0,  1] | [12,  48] 
 [1,  0,  0,  0,  1,  0,  1,  0,  1,  1,  0,  1] | [9,  29] 
 [0,  0,  0,  0,  1,  0,  1,  1,  0,  1,  0,  0] | [6,  49] 
 [0,  0,  0,  1,  1,  1,  0,  1,  1,  1,  1,  1] | [18,  27] 
 [1,  1,  1,  0,  0,  0,  1,  1,  1,  0,  0,  1] | [18,  30] 
 [1,  1,  1,  1,  0,  0,  1,  0,  1,  1,  1,  0] | [11,  33] 
 [0,  0,  0,  0,  0,  0,  1,  1,  0,  1,  0,  0] | [11,  33] 
 [0,  0,  1,  0,  1,  1,  1,  0,  1,  1,  0,  0] | [14,  32] 
 [0,  0,  0,  1,  0,  1,  1,  0,  1,  1,  1,  1] | [15,  42] 
 [0,  1,  1,  0,  0,  0,  1,  1,  0,  1,  0,  1] | [19,  38] 
 [0,  1,  0,  1,  0,  0,  0,  1,  0,  1,  0,  1] | [7,  43] 
 [0,  0,  1,  1,  1,  1,  1,  1,  1,  0,  0,  1] | [16,  36] 
 [1,  1,  1,  0,  0,  0,  1,  1,  0,  0,  1,  0] | [17,  38] 
 [0,  0,  1,  1,  0,  0,  1,  0,  1,  1,  1,  1] | [17,  29] 
 [1,  0,  1,  1,  0,  1,  1,  1,  0,  0,  0,  1] | [14,  42] 
 [1,  0,  1,  0,  0,  0,  0,  1,  1,  0,  0,  1] | [15,  36] 
 [1,  0,  0,  0,  1,  0,  0,  0,  0,  0,  1,  0] | [17,  37] 
 [1,  1,  1,  1,  1,  1,  1,  1,  1,  0,  1,  0] | [11,  35] 
 [1,  1,  1,  0,  0,  0,  1,  0,  1,  1,  0,  0] | [8,  32] 
 [1,  0,  0,  1,  0,  0,  0,  0,  1,  1,  0,  0] | [9,  38] 
 [1,  1,  0,  0,  0,  0,  0,  1,  0,  0,  0,  1] | [12,  45] 
 [1,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0] | [9,  39] 
 [0,  0,  1,  0,  1,  0,  0,  0,  1,  0,  0,  1] | [11,  30] 
 [0,  0,  1,  0,  1,  1,  0,  1,  0,  1,  0,  0] | [18,  46] 
 [0,  1,  1,  1,  0,  0,  1,  1,  1,  1,  1,  1] | [13,  39] 
 [0,  1,  1,  1,  0,  0,  1,  0,  1,  1,  0,  1] | [15,  36] 
 [1,  1,  0,  1,  0,  1,  0,  1,  1,  0,  0,  1] | [12,  34] 
 [1,  0,  1,  1,  0,  1,  0,  0,  0,  0,  1,  1] | [12,  34] 
 [1,  1,  1,  1,  0,  1,  0,  1,  1,  1,  1,  1] | [12,  43] 
 [1,  1,  1,  0,  0,  1,  0,  0,  0,  1,  0,  0] | [8,  29] 
 [0,  1,  0,  1,  1,  1,  1,  1,  1,  0,  1,  0] | [13,  40] 
 [1,  0,  0,  0,  1,  1,  0,  0,  1,  1,  1,  0] | [16,  46] 
 [0,  1,  1,  1,  0,  1,  1,  0,  0,  0,  1,  1] | [10,  35] 
 [1,  0,  0,  0,  1,  0,  0,  0,  1,  0,  1,  0] | [10,  34] 
 [0,  1,  1,  1,  0,  1,  1,  0,  1,  1,  1,  1] | [6,  37] 
 [1,  0,  0,  0,  0,  1,  1,  0,  1,  1,  1,  0] | [11,  36] 
 [0,  0,  0,  0,  1,  0,  0,  1,  0,  0,  1,  1] | [12,  39] 
 [0,  0,  1,  0,  0,  1,  0,  0,  1,  1,  0,  1] | [16,  41] 
 [1,  1,  1,  0,  1,  1,  1,  0,  1,  0,  0,  0] | [15,  35] 
 [0,  0,  0,  0,  0,  1,  1,  0,  1,  0,  1,  0] | [13,  38] 
 [1,  0,  1,  0,  1,  1,  1,  1,  1,  0,  0,  1] | [16,  45] 
 [1,  0,  1,  0,  0,  1,  1,  1,  0,  1,  0,  1] | [16,  33] 
 [0,  0,  0,  0,  1,  0,  0,  1,  1,  1,  0,  1] | [10,  35] 
 [1,  0,  1,  1,  0,  1,  0,  1,  1,  1,  0,  1] | [6,  46] 
 [0,  1,  0,  0,  0,  1,  1,  0,  1,  0,  0,  1] | [17,  41] 
 [0,  0,  1,  0,  1,  1,  0,  0,  0,  0,  0,  0] | [16,  42] 
 [1,  1,  0,  1,  0,  0,  1,  0,  0,  0,  1,  0] | [7,  38] 
 [0,  1,  0,  0,  0,  1,  0,  1,  1,  0,  0,  0] | [21,  42] 
 [0,  1,  1,  0,  0,  0,  1,  0,  0,  0,  0,  0] | [13,  46] 
 [0,  0,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0] | [14,  33] 
 [0,  1,  1,  0,  0,  1,  1,  1,  1,  1,  0,  1] | [8,  35] 
 [1,  1,  1,  0,  0,  1,  0,  0,  0,  0,  1,  1] | [8,  30] 
 [0,  0,  0,  1,  0,  1,  0,  0,  0,  1,  0,  1] | [9,  32] 
 [0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  1] | [9,  40] 
 [1,  0,  0,  1,  0,  0,  0,  0,  1,  0,  1,  0] | [14,  42] 
 [1,  1,  0,  1,  1,  0,  0,  0,  1,  1,  0,  0] | [15,  43] 
 [1,  1,  0,  0,  0,  1,  0,  1,  1,  0,  1,  0] | [13,  36] 
 [0,  0,  0,  1,  0,  1,  1,  1,  1,  1,  0,  0] | [8,  28] 
 [1,  0,  0,  1,  1,  1,  1,  1,  1,  1,  1,  0] | [13,  39] 
 [1,  0,  1,  1,  1,  0,  0,  0,  1,  0,  1,  1] | [14,  37] 
 [1,  0,  1,  1,  0,  0,  1,  0,  0,  0,  1,  1] | [16,  36] 
 [0,  0,  1,  0,  1,  0,  1,  0,  0,  0,  0,  0] | [11,  47] 
 [0,  0,  1,  0,  1,  0,  0,  1,  0,  1,  0,  1] | [8,  37] 
 [1,  1,  1,  1,  1,  0,  1,  0,  0,  1,  0,  1] | [13,  35] 
 [1,  1,  1,  0,  1,  1,  0,  1,  0,  1,  0,  1] | [12,  40] 
 [0,  0,  0,  0,  1,  0,  0,  0,  1,  1,  0,  0] | [14,  40] 
 [0,  1,  1,  0,  1,  0,  1,  1,  1,  0,  0,  0] | [12,  33] 
 [1,  1,  1,  1,  1,  1,  1,  1,  0,  0,  1,  0] | [10,  37] 
 [0,  1,  1,  1,  1,  0,  0,  1,  0,  0,  1,  1] | [12,  39] 
 [1,  1,  1,  0,  0,  1,  0,  0,  0,  1,  1,  0] | [13,  48] 
 [1,  0,  0,  0,  0,  1,  0,  1,  0,  0,  0,  1] | [16,  28] 
 [1,  0,  1,  0,  1,  0,  1,  1,  1,  1,  0,  0] | [14,  34] 
 [1,  0,  0,  1,  0,  1,  0,  0,  0,  0,  0,  0] | [13,  30] 
 [0,  1,  0,  0,  0,  1,  0,  0,  1,  1,  0,  0] | [15,  32] 
 [0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  1] | [8,  46] 
 [0,  1,  1,  0,  1,  1,  0,  0,  1,  1,  0,  0] | [10,  45] 
 [0,  1,  0,  0,  0,  1,  1,  0,  0,  1,  1,  1] | [11,  33] 
 [0,  0,  1,  1,  1,  0,  0,  1,  0,  0,  0,  1] | [13,  26] 
 [1,  0,  1,  1,  1,  0,  1,  0,  1,  0,  0,  0] | [17,  42] 
 [1,  1,  0,  1,  0,  1,  1,  1,  0,  1,  0,  0] | [15,  34] 
 [0,  0,  0,  1,  1,  0,  1,  0,  1,  1,  0,  1] | [10,  36] 
 [0,  0,  1,  0,  1,  1,  0,  1,  1,  0,  1,  0] | [14,  35] 
 [0,  0,  0,  1,  0,  1,  1,  1,  0,  0,  1,  0] | [12,  49] 
 [1,  1,  0,  0,  1,  0,  0,  1,  0,  1,  1,  1] | [12,  41] 
 [0,  0,  0,  1,  0,  0,  0,  0,  1,  1,  1,  0] | [9,  51] 
 [0,  1,  0,  1,  0,  1,  1,  0,  1,  1,  1,  1] | [11,  33] 
 [1,  1,  1,  0,  1,  0,  0,  0,  0,  0,  1,  1] | [7,  44] 
 [1,  1,  1,  1,  0,  0,  1,  0,  0,  1,  1,  1] | [9,  43] 
 [1,  0,  0,  0,  0,  0,  1,  0,  1,  1,  1,  1] | [15,  37] 
 [1,  0,  1,  0,  0,  1,  0,  1,  1,  0,  0,  1] | [17,  35] 
 [1,  0,  1,  0,  1,  0,  1,  0,  0,  1,  1,  1] | [16,  37] 
 [1,  0,  0,  0,  1,  1,  1,  0,  1,  0,  0,  1] | [17,  36] 
 [0,  1,  1,  1,  0,  0,  0,  0,  1,  0,  0,  1] | [15,  44] 
 [1,  0,  0,  1,  0,  0,  1,  0,  0,  0,  1,  0] | [12,  45] 
 [0,  0,  1,  0,  0,  0,  1,  1,  0,  0,  0,  1] | [19,  22] 
 [1,  1,  0,  1,  1,  0,  1,  1,  0,  1,  0,  1] | [14,  30] 
 [0,  1,  1,  0,  1,  1,  0,  0,  0,  1,  0,  1] | [9,  38] 
 [0,  1,  1,  1,  0,  1,  1,  1,  1,  0,  0,  0] | [7,  30] 
 [0,  0,  0,  1,  1,  1,  0,  1,  1,  0,  0,  1] | [8,  37] 
 [1,  1,  0,  0,  1,  0,  0,  1,  1,  0,  1,  0] | [17,  36] 
 [0,  1,  0,  0,  1,  0,  1,  0,  1,  1,  0,  0] | [12,  48] 
 [1,  1,  0,  1,  0,  1,  0,  1,  1,  1,  0,  1] | [16,  45] 
 [0,  0,  1,  1,  1,  0,  0,  1,  1,  0,  1,  0] | [6,  30] 
 [0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  1,  0] | [12,  43] 
 [1,  1,  0,  0,  0,  1,  1,  0,  1,  1,  0,  0] | [12,  39] 
 [1,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0] | [8,  33] 
 [0,  1,  1,  1,  0,  1,  0,  0,  0,  0,  0,  0] | [17,  35] 
 [1,  1,  1,  0,  1,  1,  1,  1,  0,  1,  0,  0] | [10,  44] 
 [0,  0,  1,  1,  0,  0,  1,  0,  0,  0,  1,  0] | [12,  42] 
 [1,  1,  0,  1,  0,  0,  1,  1,  0,  0,  0,  1] | [18,  50] 
 [0,  1,  0,  1,  0,  0,  1,  0,  1,  0,  0,  1] | [11,  31] 
 [1,  0,  1,  1,  1,  0,  1,  1,  1,  0,  1,  1] | [15,  44] 
 [0,  0,  0,  0,  0,  0,  1,  0,  1,  0,  0,  1] | [17,  32] 
 [0,  1,  0,  1,  1,  1,  0,  1,  0,  1,  0,  0] | [11,  40] 
 [0,  1,  1,  0,  1,  0,  0,  1,  0,  1,  0,  0] | [12,  36] 
 [1,  0,  1,  0,  1,  1,  0,  0,  0,  0,  1,  1] | [13,  30] 
 [0,  1,  0,  0,  1,  1,  1,  1,  1,  1,  1,  0] | [9,  33] 
 [0,  0,  1,  1,  0,  0,  1,  1,  1,  0,  0,  0] | [19,  40] 
 [0,  0,  1,  0,  1,  0,  0,  0,  0,  0,  0,  0] | [11,  42] 
 [1,  1,  1,  1,  1,  1,  0,  1,  0,  1,  0,  1] | [10,  40] 
 [0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0] | [18,  40] 
 [0,  0,  1,  0,  1,  1,  1,  0,  0,  0,  1,  1] | [15,  25] 
 [0,  1,  0,  0,  1,  1,  1,  0,  1,  0,  0,  0] | [12,  35] 
 [1,  0,  1,  1,  1,  1,  1,  1,  0,  1,  0,  1] | [17,  33] 
 [1,  0,  1,  1,  1,  0,  1,  1,  0,  0,  1,  0] | [10,  41] 
 [1,  1,  1,  1,  1,  0,  1,  0,  1,  0,  0,  1] | [13,  24] 
 [1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  1,  1] | [18,  33] 
 [0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0] | [18,  36] 
 [1,  0,  0,  0,  0,  1,  1,  0,  1,  0,  1,  0] | [15,  40] 
 [0,  0,  1,  0,  1,  0,  0,  1,  1,  1,  0,  0] | [10,  40] 
 [0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  1,  1] | [13,  27] 
 [1,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0] | [13,  45] 
 [0,  1,  0,  1,  1,  0,  0,  0,  0,  0,  1,  1] | [17,  33] 
 [0,  1,  0,  1,  1,  1,  1,  0,  0,  1,  1,  0] | [9,  48] 
 [0,  0,  1,  0,  0,  0,  1,  1,  1,  1,  0,  1] | [16,  39] 
 [1,  0,  1,  0,  1,  1,  0,  1,  1,  0,  0,  0] | [14,  40] 
 [1,  0,  1,  0,  0,  0,  0,  0,  1,  1,  0,  0] | [10,  26] 
 [0,  0,  1,  1,  0,  0,  0,  1,  1,  0,  0,  1] | [15,  39] 
 [1,  0,  0,  1,  0,  1,  0,  0,  0,  1,  1,  1] | [16,  37] 
 [0,  1,  0,  0,  1,  0,  1,  1,  0,  1,  0,  1] | [10,  40] 
 [1,  0,  1,  1,  1,  1,  0,  0,  1,  0,  1,  1] | [13,  29] 
 [0,  0,  0,  0,  1,  0,  1,  0,  1,  0,  1,  0] | [7,  34] 
 [1,  1,  0,  0,  0,  1,  0,  0,  0,  0,  1,  0] | [9,  37] 
 [1,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  1] | [11,  33] 
 [0,  1,  1,  0,  0,  1,  1,  1,  0,  0,  1,  1] | [18,  33] 
 [0,  1,  1,  1,  1,  0,  0,  0,  0,  1,  0,  0] | [13,  39] 
 [1,  1,  1,  0,  1,  0,  1,  1,  1,  1,  1,  0] | [12,  36] 
 [1,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  1] | [10,  35] 
 [1,  1,  0,  0,  0,  1,  0,  0,  0,  1,  1,  0] | [22,  36] 
 [1,  0,  1,  1,  0,  0,  0,  0,  0,  1,  1,  0] | [14,  29] 
 [0,  0,  1,  1,  0,  1,  0,  1,  0,  0,  1,  1] | [14,  39] 
 [0,  1,  1,  1,  1,  0,  1,  1,  1,  0,  0,  1] | [11,  36] 
 [0,  0,  0,  1,  0,  0,  0,  1,  1,  1,  1,  1] | [11,  42] 
 [0,  0,  1,  1,  0,  1,  0,  1,  0,  0,  0,  0] | [6,  44] 
 [1,  0,  0,  1,  0,  1,  0,  1,  0,  0,  1,  1] | [1,  32] 
 [0,  1,  1,  1,  0,  1,  0,  1,  0,  1,  0,  0] | [16,  34] 
 [1,  1,  1,  1,  1,  1,  0,  1,  0,  0,  1,  1] | [10,  36] 
 [0,  1,  1,  1,  0,  1,  1,  1,  1,  0,  0,  1] | [16,  44] 
 [0,  1,  0,  1,  1,  1,  0,  1,  1,  1,  0,  1] | [8,  45] 
 [0,  0,  1,  0,  0,  0,  1,  1,  0,  1,  1,  1] | [9,  41] 
 [0,  1,  0,  1,  0,  1,  0,  1,  0,  0,  1,  1] | [17,  38] 
 [1,  0,  0,  1,  1,  0,  0,  0,  1,  0,  0,  1] | [10,  34] 
 [1,  0,  1,  0,  1,  0,  0,  0,  0,  0,  0,  0] | [16,  31] 
 [1,  1,  1,  0,  0,  0,  0,  1,  0,  1,  0,  1] | [9,  31] 
 [0,  0,  1,  1,  0,  1,  0,  1,  1,  1,  1,  1] | [9,  30] 
 [1,  0,  1,  0,  1,  0,  1,  1,  0,  0,  1,  1] | [12,  40] 
 [1,  1,  1,  0,  1,  0,  1,  0,  1,  1,  0,  1] | [11,  26] 
 [1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  1] | [6,  41] 
 [1,  1,  1,  1,  1,  0,  1,  1,  1,  1,  0,  0] | [9,  32] 
 [1,  1,  0,  0,  0,  0,  1,  1,  1,  0,  1,  1] | [11,  38] 
 [0,  1,  0,  1,  1,  0,  1,  0,  0,  0,  1,  0] | [14,  25] 
 [1,  1,  1,  1,  1,  1,  0,  0,  0,  1,  0,  1] | [13,  28] 
 [0,  0,  0,  0,  1,  1,  1,  0,  0,  1,  1,  0] | [17,  31] 
 [1,  0,  0,  1,  0,  0,  0,  0,  0,  0,  1,  0] | [16,  48] 
 [1,  1,  0,  1,  0,  0,  0,  1,  0,  0,  1,  0] | [11,  33] 
 [0,  0,  1,  0,  1,  0,  0,  1,  1,  0,  0,  0] | [12,  35] 
 [0,  1,  1,  1,  0,  0,  1,  1,  0,  1,  1,  1] | [15,  42] 
 [0,  0,  0,  0,  0,  0,  1,  1,  1,  0,  0,  0] | [9,  46] 
 [1,  1,  0,  0,  1,  0,  1,  0,  1,  0,  0,  1] | [14,  42] 
 [0,  1,  0,  1,  0,  0,  0,  1,  1,  1,  0,  0] | [11,  33] 
 [0,  0,  0,  0,  1,  1,  1,  0,  0,  0,  0,  1] | [13,  44] 
 [1,  1,  1,  0,  0,  1,  0,  0,  1,  0,  0,  1] | [4,  34] 
 [1,  1,  0,  0,  0,  0,  1,  1,  0,  0,  1,  1] | [12,  38] 
 [1,  0,  0,  1,  1,  1,  1,  0,  1,  0,  1,  0] | [13,  37] 
 [0,  0,  1,  0,  0,  0,  0,  1,  1,  0,  1,  1] | [12,  29] 
 [1,  0,  1,  1,  0,  0,  1,  0,  1,  1,  1,  1] | [13,  33] 
 [1,  0,  1,  0,  1,  0,  0,  0,  1,  1,  0,  1] | [9,  38] 
 [0,  1,  0,  0,  1,  1,  1,  1,  1,  1,  0,  0] | [17,  35] 
 [1,  1,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1] | [7,  33] 
